,Cliente,Sexo,Idade,Empresa,Salario,Saldo_cc,Saldo_poupança,Saldo_investimento,Devedor_cartao,Inadimplente
99809,99809,F,31,Pública,5314.0,672.57,16125.23,11155.7,0.0,0
28386,28386,F,30,Privada,5097.0,514.97,15282.04,7270.89,0.0,0
34851,34851,F,27,Pública,5179.0,752.39,0.0,0.0,1752.98,0
24838,24838,F,24,Autônomo,4840.0,920.47,0.0,0.0,3767.62,0
29063,29063,F,28,Pública,5045.0,585.07,0.0,0.0,2183.57,0
19922,19922,F,29,Privada,5028.38,326.19,0.0,0.0,2896.33,1
2865,2865,F,33,Privada,5550.0,513.74,0.0,0.0,2332.95,0
35621,35621,F,28,Privada,5047.0,524.69,0.0,0.0,3710.72,0
89558,89558,F,30,Privada,5185.0,1106.32,0.0,0.0,3538.14,0
93118,93118,M,31,Pública,5424.0,672.85,0.0,0.0,1641.0,0
37125,37125,M,35,Privada,5687.92,341.08,0.0,0.0,5117.67,1
38092,38092,F,31,Privada,5321.0,718.12,15933.93,7285.61,0.0,0
65817,65817,F,28,Autônomo,4911.0,277.43,0.0,0.0,2079.02,0
84011,84011,M,33,Privada,5535.0,798.14,0.0,0.0,1964.41,0
13738,13738,M,30,Pública,5429.0,863.87,16360.53,7714.13,0.0,0
36423,36423,M,31,Autônomo,5307.0,248.11,15920.46,6020.96,0.0,0
21506,21506,M,31,Privada,5597.0,561.88,0.0,0.0,861.96,0
29476,29476,F,35,Privada,5229.0,662.5,0.0,0.0,1468.09,0
9339,9339,F,28,Privada,5409.0,1141.51,0.0,0.0,3043.0,0
44237,44237,F,30,Pública,5395.0,908.77,0.0,0.0,3184.26,0
78850,78850,F,31,Pública,5489.0,683.15,0.0,0.0,4376.7,0
44391,44391,M,37,Privada,6330.0,880.82,0.0,0.0,2441.26,0
47455,47455,M,34,Privada,5696.74,796.16,0.0,0.0,3140.52,1
7471,7471,F,33,Privada,5564.0,785.56,0.0,0.0,1481.05,0
48988,48988,F,30,Pública,5184.0,301.35,0.0,0.0,0.0,0
79855,79855,M,34,Privada,5781.0,1175.72,0.0,0.0,531.78,0
984,984,F,30,Pública,5379.0,790.87,0.0,0.0,1770.29,0
75924,75924,F,33,Privada,5529.0,526.17,0.0,0.0,4216.56,0
80833,80833,F,29,Privada,5017.0,645.59,15100.99,8291.59,0.0,0
12993,12993,F,30,Privada,4919.6,622.31,0.0,0.0,2422.43,1
3962,3962,F,33,Privada,5456.0,1000.47,0.0,0.0,5237.9,0
46172,46172,F,32,Privada,5773.0,846.27,0.0,0.0,2714.01,0
46082,46082,F,28,Pública,5163.0,968.52,15432.21,9741.13,0.0,0
1977,1977,M,31,Privada,5602.66,539.25,0.0,0.0,4449.18,1
3716,3716,M,35,Privada,5879.0,886.36,17861.91,14087.33,0.0,0
4541,4541,M,29,Autônomo,5281.0,485.86,0.0,0.0,3135.68,0
95960,95960,F,29,Pública,5173.0,846.16,0.0,0.0,2730.45,0
58445,58445,M,38,Privada,6147.0,1335.49,0.0,0.0,4840.46,0
66507,66507,M,37,Privada,6239.0,1048.79,0.0,0.0,2795.47,0
63284,63284,F,31,Privada,5294.0,757.59,0.0,0.0,3615.18,0
95633,95633,M,39,Privada,6532.0,1146.04,0.0,0.0,3391.73,0
52308,52308,F,30,Autônomo,4775.54,347.51,0.0,0.0,7193.18,1
84885,84885,M,34,Privada,5827.0,1011.81,0.0,0.0,4071.35,0
40591,40591,M,33,Privada,5747.0,823.62,0.0,0.0,2649.02,0
66577,66577,F,31,Privada,5236.0,711.57,0.0,0.0,1733.76,0
91416,91416,M,30,Pública,5402.0,652.64,0.0,0.0,5451.81,0
70824,70824,M,34,Privada,5884.0,617.15,0.0,0.0,2973.18,0
53762,53762,F,27,Autônomo,4547.2,342.85,0.0,0.0,5431.28,1
78309,78309,M,30,Privada,5682.0,737.33,0.0,0.0,3470.89,0
18484,18484,F,30,Privada,5217.0,304.28,0.0,0.0,2314.57,0
22588,22588,F,29,Pública,5190.0,765.99,0.0,0.0,3384.16,0
83779,83779,F,30,Pública,5213.0,478.19,0.0,0.0,2922.09,0
29523,29523,M,31,Privada,5772.2,874.26,0.0,0.0,3139.37,1
2741,2741,M,36,Privada,5802.58,566.61,0.0,0.0,3688.59,1
3552,3552,M,35,Privada,5981.92,847.81,0.0,0.0,3105.33,1
94185,94185,M,31,Privada,5582.0,580.67,0.0,0.0,5474.84,0
54863,54863,M,34,Pública,5217.52,462.62,0.0,0.0,7060.96,1
47233,47233,M,30,Privada,5579.0,875.14,17106.14,11653.98,0.0,0
5574,5574,M,31,Pública,5466.0,893.71,0.0,0.0,4284.01,0
57502,57502,M,36,Privada,6089.0,993.71,0.0,0.0,3478.71,0
46124,46124,M,31,Privada,5606.0,1033.68,0.0,0.0,1791.44,0
28209,28209,M,32,Privada,5714.0,938.74,17316.86,9545.25,0.0,0
27573,27573,F,31,Privada,5336.0,1089.75,0.0,0.0,1735.3,0
34042,34042,F,31,Privada,5284.0,885.95,0.0,0.0,0.0,0
37196,37196,F,29,Privada,5237.0,751.19,15678.23,12741.31,0.0,0
10757,10757,M,32,Pública,5374.0,670.45,0.0,0.0,1763.01,0
31924,31924,F,30,Autônomo,5428.0,961.8,0.0,0.0,173.59,0
96698,96698,F,31,Pública,5062.0,988.21,0.0,0.0,3440.84,0
41228,41228,M,32,Privada,5524.26,845.45,0.0,0.0,2450.41,1
66198,66198,M,30,Privada,5616.0,842.01,0.0,0.0,4497.92,0
86168,86168,F,32,Privada,5441.94,716.38,0.0,0.0,5747.32,1
12339,12339,F,28,Autônomo,4866.0,724.08,14971.46,11931.71,0.0,0
39207,39207,M,36,Privada,5982.0,1385.35,0.0,0.0,3156.7,0
42362,42362,M,37,Privada,6587.0,871.41,0.0,0.0,2899.14,0
14970,14970,M,37,Privada,6316.0,874.63,0.0,0.0,0.0,0
77123,77123,F,29,Privada,5180.0,204.18,15406.22,11657.09,0.0,0
83856,83856,M,36,Privada,5849.0,1239.17,0.0,0.0,1423.76,0
23893,23893,M,31,Pública,5571.0,922.18,0.0,0.0,4806.69,0
12063,12063,M,39,Privada,6229.0,859.74,0.0,0.0,3870.75,0
87769,87769,M,31,Privada,5555.62,622.97,0.0,0.0,6075.52,1
9715,9715,M,36,Privada,5764.0,854.66,0.0,0.0,1355.56,0
48231,48231,M,38,Privada,6095.0,1075.15,0.0,0.0,3146.88,0
31978,31978,M,34,Privada,5689.0,771.91,0.0,0.0,773.77,0
16434,16434,M,36,Pública,5760.44,871.17,0.0,0.0,4508.83,1
33311,33311,M,32,Privada,5560.0,1010.21,0.0,0.0,2491.28,0
14219,14219,M,35,Privada,5691.0,974.77,0.0,0.0,4773.84,0
24250,24250,M,34,Privada,5842.0,602.08,17401.54,11095.57,0.0,0
51755,51755,M,32,Pública,5334.0,438.36,0.0,0.0,1008.0,0
44507,44507,F,34,Privada,5806.0,808.07,0.0,0.0,146.07,0
8164,8164,M,36,Privada,6037.78,843.77,0.0,0.0,2257.14,1
85146,85146,M,31,Pública,5247.0,574.69,0.0,0.0,3706.68,0
63089,63089,F,28,Autônomo,4961.0,295.28,0.0,0.0,2693.93,0
33905,33905,F,31,Privada,5364.52,635.0,0.0,0.0,4920.9,1
18609,18609,F,26,Privada,5005.0,336.66,0.0,0.0,90.1,0
87880,87880,F,35,Privada,5719.0,887.13,17055.06,8528.79,0.0,0
86012,86012,M,31,Privada,5563.0,941.51,16917.53,10360.22,0.0,0
26688,26688,F,32,Pública,5430.0,787.45,0.0,0.0,2481.16,0
72827,72827,M,35,Privada,5882.0,996.8,0.0,0.0,4202.08,0
72151,72151,F,25,Autônomo,4788.0,227.36,0.0,0.0,1424.31,0
89704,89704,M,33,Privada,6039.0,862.45,0.0,0.0,3194.92,0
94736,94736,F,26,Autônomo,4734.0,448.37,0.0,0.0,904.23,0
56820,56820,M,33,Pública,5222.0,678.16,0.0,0.0,845.14,0
3688,3688,F,34,Pública,5665.38,754.55,0.0,0.0,195.94,1
22444,22444,M,33,Privada,5479.0,1067.05,0.0,0.0,4256.99,0
77019,77019,M,32,Privada,5681.06,658.84,0.0,0.0,8857.38,1
41200,41200,F,26,Autônomo,4969.0,575.53,0.0,0.0,1043.52,0
83947,83947,F,31,Autônomo,5367.46,501.65,0.0,0.0,6204.01,1
41328,41328,F,29,Pública,5313.0,519.49,0.0,0.0,2409.93,0
98257,98257,F,31,Pública,5184.0,912.97,0.0,0.0,4276.89,0
91914,91914,F,30,Pública,5246.0,581.26,0.0,0.0,0.0,0
61634,61634,F,33,Pública,5736.0,563.93,0.0,0.0,3431.7,0
92606,92606,M,34,Privada,5655.58,648.64,0.0,0.0,3670.09,1
26910,26910,M,35,Privada,5689.0,1185.58,0.0,0.0,2526.79,0
70022,70022,M,34,Privada,5771.0,857.74,0.0,0.0,1290.21,0
63800,63800,M,34,Privada,5815.0,753.51,0.0,0.0,1568.09,0
22770,22770,M,35,Privada,5759.0,735.12,0.0,0.0,7413.82,0
88360,88360,F,29,Privada,5306.0,597.21,15860.89,7658.02,0.0,0
65294,65294,M,33,Privada,5826.1,771.33,0.0,0.0,4130.17,1
60220,60220,M,30,Pública,5262.6,436.73,0.0,0.0,6621.77,1
3514,3514,M,35,Privada,5689.0,673.52,17181.29,6725.68,0.0,0
96433,96433,F,33,Pública,5426.0,725.05,0.0,0.0,4136.24,0
24561,24561,M,33,Privada,6091.0,1250.32,0.0,0.0,2180.01,0
53136,53136,F,30,Privada,5219.48,282.39,0.0,0.0,1966.29,1
66521,66521,M,31,Privada,5833.0,988.25,0.0,0.0,2007.78,0
79053,79053,F,32,Privada,5320.0,635.52,0.0,0.0,1738.51,0
34983,34983,M,37,Privada,5948.0,1000.79,0.0,0.0,3552.66,0
62533,62533,M,32,Autônomo,5173.42,612.34,0.0,0.0,2170.29,1
28981,28981,M,36,Privada,5805.52,714.78,0.0,0.0,5266.51,1
63057,63057,F,33,Privada,5564.0,791.93,16592.37,11364.75,0.0,0
51892,51892,M,32,Autônomo,5177.34,616.75,0.0,0.0,5504.72,1
20431,20431,F,26,Autônomo,4545.24,538.8,0.0,0.0,1229.35,1
93792,93792,M,28,Autônomo,5029.0,531.98,0.0,0.0,3012.13,0
35599,35599,F,28,Privada,5227.0,742.47,15470.72,14182.74,0.0,0
18981,18981,F,34,Privada,5757.5,647.49,0.0,0.0,2048.69,1
87366,87366,M,34,Privada,5713.4,627.14,0.0,0.0,6825.75,1
43385,43385,F,31,Privada,5183.0,992.73,0.0,0.0,4250.83,0
99232,99232,M,32,Privada,5489.0,1102.1,16729.96,11816.01,0.0,0
65055,65055,M,30,Privada,5547.0,1185.56,0.0,0.0,1847.09,0
87449,87449,M,33,Privada,5871.0,963.25,0.0,0.0,1920.46,0
33155,33155,M,35,Privada,5818.0,1010.07,0.0,0.0,3976.74,0
97424,97424,F,34,Privada,5669.0,975.05,17320.56,12008.67,0.0,0
68389,68389,F,31,Pública,4988.2,460.89,0.0,0.0,4934.41,1
96577,96577,M,30,Pública,5381.0,706.04,0.0,0.0,4139.52,0
53261,53261,M,36,Privada,5829.04,605.46,0.0,0.0,6765.09,1
47937,47937,M,37,Privada,5675.18,851.58,0.0,0.0,3110.85,1
25295,25295,F,36,Privada,6090.0,1151.75,0.0,0.0,4484.1,0
52884,52884,M,33,Privada,5732.0,725.63,0.0,0.0,3574.94,0
81724,81724,M,30,Privada,5742.0,646.1,0.0,0.0,2710.16,0
13471,13471,F,29,Pública,5064.0,521.57,0.0,0.0,3728.18,0
96353,96353,M,33,Autônomo,5500.0,949.95,16459.53,10550.5,0.0,0
7216,7216,F,31,Privada,5288.0,713.97,0.0,0.0,5202.12,0
98413,98413,M,31,Privada,5672.24,652.72,0.0,0.0,3447.94,1
84842,84842,M,33,Privada,5962.0,827.32,0.0,0.0,5194.22,0
47456,47456,F,29,Autônomo,4859.0,487.75,0.0,0.0,3831.26,0
28413,28413,M,35,Privada,5594.0,742.84,0.0,0.0,1893.51,0
93468,93468,M,28,Pública,5600.0,1115.4,0.0,0.0,4376.76,0
93025,93025,F,31,Pública,5117.0,470.07,0.0,0.0,2546.79,0
81246,81246,M,34,Privada,5641.86,478.28,0.0,0.0,7313.88,1
87309,87309,M,38,Privada,6581.0,971.82,0.0,0.0,1916.75,0
41902,41902,M,36,Privada,6119.0,790.44,0.0,0.0,4165.2,0
33659,33659,F,30,Privada,5438.0,1218.65,0.0,0.0,4047.07,0
16276,16276,M,31,Pública,5463.0,1088.63,0.0,0.0,5530.82,0
69297,69297,M,31,Privada,5368.44,715.54,0.0,0.0,5017.51,1
91417,91417,F,29,Privada,4865.7,509.56,0.0,0.0,4125.2,1
85152,85152,M,32,Privada,5660.0,735.57,0.0,0.0,4030.92,0
54653,54653,F,29,Privada,5198.0,249.78,0.0,0.0,4420.2,0
19829,19829,M,32,Privada,5768.0,792.12,0.0,0.0,4647.97,0
62926,62926,M,30,Pública,5579.0,1050.21,0.0,0.0,2402.49,0
15865,15865,F,26,Autônomo,4651.0,892.55,0.0,0.0,1906.92,0
33417,33417,M,40,Privada,6799.0,1460.81,0.0,0.0,3273.15,0
9147,9147,M,33,Privada,5539.0,987.51,16912.15,12390.91,0.0,0
88101,88101,M,35,Privada,6263.0,857.79,0.0,0.0,2605.78,0
36922,36922,F,30,Privada,5160.68,339.3,0.0,0.0,5141.33,1
89979,89979,M,29,Pública,5277.0,624.34,0.0,0.0,1290.37,0
37763,37763,F,26,Autônomo,4560.0,434.67,0.0,0.0,3019.15,0
45032,45032,F,34,Privada,5894.7,772.93,0.0,0.0,9640.0,1
88303,88303,F,27,Pública,5020.0,619.68,0.0,0.0,3966.29,0
33173,33173,M,34,Privada,5830.02,593.33,0.0,0.0,4996.89,1
79258,79258,M,31,Privada,5514.0,1012.53,0.0,0.0,911.59,0
929,929,M,35,Privada,5964.0,596.2,0.0,0.0,1549.16,0
86425,86425,M,32,Privada,5583.0,914.8,16982.08,7176.05,0.0,0
63899,63899,F,29,Privada,5372.0,716.07,0.0,0.0,299.38,0
70043,70043,M,38,Privada,6378.0,1170.05,0.0,0.0,1183.4,0
84763,84763,M,32,Privada,5584.0,1115.96,0.0,0.0,1694.02,0
987,987,M,34,Privada,5516.42,697.68,0.0,0.0,3954.61,1
38826,38826,M,28,Autônomo,5000.94,653.45,0.0,0.0,4408.62,1
77265,77265,M,34,Privada,5626.18,563.87,0.0,0.0,8757.32,1
33808,33808,F,32,Privada,5817.0,1133.23,17371.18,11012.82,0.0,0
8351,8351,F,28,Autônomo,4838.0,629.26,0.0,0.0,3805.44,0
33851,33851,M,34,Privada,5617.0,734.97,0.0,0.0,2248.63,0
72107,72107,M,33,Privada,5883.0,813.92,0.0,0.0,3819.08,0
96652,96652,M,33,Autônomo,5704.0,771.16,0.0,0.0,4753.18,0
65997,65997,M,33,Privada,5849.0,847.67,0.0,0.0,4906.65,0
98062,98062,M,36,Privada,5641.0,848.09,0.0,0.0,647.77,0
47959,47959,F,30,Pública,5568.0,768.68,0.0,0.0,3546.22,0
53595,53595,F,24,Autônomo,4566.0,416.38,0.0,0.0,2422.4,0
36470,36470,M,33,Pública,5275.0,502.31,0.0,0.0,1702.94,0
96899,96899,M,36,Autônomo,5831.0,927.08,0.0,0.0,87.66,0
96182,96182,M,34,Privada,5709.0,904.54,17611.64,11533.43,0.0,0
51500,51500,F,32,Pública,5422.0,628.67,0.0,0.0,6304.5,0
57815,57815,F,32,Privada,5199.0,609.44,0.0,0.0,2073.91,0
50174,50174,F,31,Privada,5098.0,559.81,0.0,0.0,0.0,0
62480,62480,M,39,Privada,6227.0,1161.12,0.0,0.0,4119.1,0
47850,47850,M,32,Privada,5571.0,1099.44,0.0,0.0,1786.5,0
99320,99320,F,30,Pública,5113.0,669.01,0.0,0.0,0.0,0
34818,34818,F,24,Autônomo,4521.0,333.56,13519.66,8950.13,0.0,0
73498,73498,F,29,Privada,5155.0,951.38,15455.84,13048.78,0.0,0
32444,32444,M,31,Privada,5583.0,1079.48,0.0,0.0,3782.72,0
49692,49692,M,29,Pública,5298.0,559.64,0.0,0.0,1450.85,0
73914,73914,M,28,Privada,5415.48,509.84,0.0,0.0,2492.07,1
55660,55660,F,31,Pública,5365.0,1151.47,0.0,0.0,2817.26,0
39578,39578,M,36,Privada,5926.0,1147.37,0.0,0.0,2109.08,0
50319,50319,M,34,Privada,5959.0,856.72,0.0,0.0,4158.12,0
56334,56334,M,41,Privada,6713.0,944.32,0.0,0.0,481.78,0
14176,14176,F,31,Pública,5318.0,1038.88,0.0,0.0,1435.37,0
63136,63136,F,29,Pública,5142.0,474.73,0.0,0.0,1560.86,0
63224,63224,F,30,Privada,5327.0,824.3,0.0,0.0,780.42,0
77187,77187,M,32,Pública,5229.0,476.89,0.0,0.0,3375.73,0
42386,42386,M,35,Privada,5658.0,880.94,16850.85,8976.24,0.0,0
10762,10762,F,30,Pública,5101.0,620.8,0.0,0.0,2217.32,0
31799,31799,F,24,Autônomo,4684.4,388.35,0.0,0.0,2393.72,1
45228,45228,F,32,Privada,5959.0,974.67,0.0,0.0,2500.38,0
84132,84132,F,28,Pública,5144.0,679.05,0.0,0.0,4781.24,0
72776,72776,F,25,Autônomo,4690.0,336.09,0.0,0.0,0.0,0
55846,55846,F,29,Privada,5128.0,465.45,0.0,0.0,1217.58,0
39580,39580,F,29,Privada,5122.0,671.29,0.0,0.0,5614.14,0
10030,10030,M,36,Privada,5774.0,833.38,0.0,0.0,2893.49,0
87381,87381,F,29,Pública,5099.92,622.74,0.0,0.0,4883.18,1
60217,60217,F,35,Privada,5665.0,685.79,0.0,0.0,3447.06,0
1699,1699,M,32,Privada,5591.0,796.58,16564.33,6492.09,0.0,0
14482,14482,M,32,Privada,5513.48,738.16,0.0,0.0,4747.48,1
52992,52992,M,34,Privada,5993.0,844.9,0.0,0.0,4893.3,0
66352,66352,M,35,Privada,5756.0,1018.83,0.0,0.0,2262.41,0
25335,25335,M,32,Privada,5941.0,865.03,0.0,0.0,4227.09,0
47489,47489,F,27,Pública,5057.0,622.46,0.0,0.0,2511.27,0
65307,65307,M,34,Privada,5786.0,1087.7,0.0,0.0,1562.33,0
59997,59997,M,32,Privada,5563.0,1043.72,16565.33,8979.25,0.0,0
80251,80251,M,33,Privada,5541.0,629.92,0.0,0.0,2856.27,0
90460,90460,F,32,Privada,5751.0,685.13,0.0,0.0,1552.42,0
39165,39165,M,35,Privada,6036.0,1158.41,0.0,0.0,6382.66,0
16354,16354,M,33,Privada,5510.54,451.3,0.0,0.0,4911.98,1
24503,24503,M,34,Privada,5500.74,532.93,0.0,0.0,2185.86,1
96908,96908,M,33,Privada,5655.0,421.38,0.0,0.0,2423.19,0
36720,36720,F,35,Privada,5555.0,1076.35,16719.77,16729.8,0.0,0
27790,27790,F,28,Pública,5189.0,732.65,0.0,0.0,2672.49,0
88810,88810,M,33,Privada,5760.0,1181.0,0.0,0.0,1972.2,0
62313,62313,M,35,Privada,6016.0,896.5,0.0,0.0,4133.32,0
50547,50547,M,32,Privada,5496.0,883.3,0.0,0.0,3143.93,0
26954,26954,M,34,Privada,5702.62,559.73,0.0,0.0,5605.69,1
98566,98566,M,32,Privada,5768.0,852.27,0.0,0.0,3715.36,0
35224,35224,M,34,Privada,5624.0,863.03,0.0,0.0,6766.39,0
90961,90961,F,32,Pública,5111.68,401.58,0.0,0.0,4005.32,1
83550,83550,F,30,Pública,5116.0,368.32,0.0,0.0,1049.14,0
81405,81405,F,26,Autônomo,4535.44,479.14,0.0,0.0,4374.29,1
28917,28917,F,32,Autônomo,5290.0,710.96,0.0,0.0,1647.27,0
92184,92184,M,32,Autônomo,5336.0,447.48,0.0,0.0,5411.48,0
35060,35060,M,33,Pública,5500.0,929.15,0.0,0.0,3208.22,0
40007,40007,M,34,Privada,5451.74,471.91,0.0,0.0,5838.58,1
60409,60409,F,28,Autônomo,4508.98,282.26,0.0,0.0,3106.59,1
72229,72229,F,31,Privada,5294.0,1083.95,0.0,0.0,1821.51,0
8994,8994,M,32,Privada,5559.0,540.2,0.0,0.0,4326.51,0
61263,61263,M,30,Pública,5449.0,838.77,16476.01,10349.46,0.0,0
59451,59451,M,38,Privada,6083.84,674.09,0.0,0.0,4549.28,1
53253,53253,F,30,Pública,5076.0,718.78,0.0,0.0,3665.27,0
93100,93100,M,38,Privada,5748.68,483.68,0.0,0.0,6221.59,1
22861,22861,F,29,Pública,5126.0,343.58,0.0,0.0,213.2,0
50446,50446,F,34,Privada,5637.0,900.01,0.0,0.0,954.02,0
40098,40098,M,31,Autônomo,5332.0,636.88,16345.17,10313.99,0.0,0
98545,98545,M,35,Privada,6027.0,651.15,0.0,0.0,4939.93,1
723,723,F,28,Privada,4887.26,205.42,0.0,0.0,5169.49,1
72435,72435,M,36,Privada,6029.0,1027.32,0.0,0.0,3083.93,0
91485,91485,M,37,Privada,6245.0,1087.3,0.0,0.0,1687.33,0
51847,51847,M,30,Pública,5284.0,758.06,0.0,0.0,3930.82,0
89544,89544,M,31,Pública,5767.0,1035.51,17594.24,10879.11,0.0,0
47872,47872,F,30,Autônomo,5136.0,652.63,0.0,0.0,3066.29,0
1286,1286,M,36,Privada,5921.16,897.18,0.0,0.0,3876.15,1
7890,7890,F,26,Autônomo,4730.46,274.95,0.0,0.0,1591.89,1
24816,24816,M,34,Privada,5580.0,1113.53,0.0,0.0,5368.23,0
39880,39880,M,33,Privada,5938.0,498.93,0.0,0.0,959.93,0
71863,71863,F,30,Privada,5003.88,631.36,0.0,0.0,4272.29,1
94474,94474,M,28,Pública,5132.26,386.19,0.0,0.0,1682.44,1
63355,63355,M,29,Privada,5477.0,1115.14,0.0,0.0,3926.78,0
23085,23085,F,34,Pública,5274.0,751.95,0.0,0.0,1332.45,0
42157,42157,M,32,Privada,5555.0,648.56,0.0,0.0,4030.03,0
45029,45029,F,29,Privada,5131.0,728.73,0.0,0.0,1682.94,0
82786,82786,M,35,Privada,6049.0,1217.93,0.0,0.0,3304.33,0
44138,44138,F,30,Pública,5143.0,826.45,0.0,0.0,3942.0,0
77348,77348,M,33,Privada,5630.0,632.63,0.0,0.0,3746.16,0
61713,61713,M,30,Privada,5571.0,1368.82,0.0,0.0,2415.69,0
11857,11857,M,32,Pública,5541.0,951.41,0.0,0.0,1517.36,0
22169,22169,M,35,Pública,5617.0,538.72,0.0,0.0,2030.16,0
37153,37153,M,32,Privada,5735.0,1129.81,0.0,0.0,5123.18,0
1999,1999,M,32,Privada,5522.3,689.98,0.0,0.0,2835.32,1
98172,98172,F,30,Privada,5224.0,550.1,0.0,0.0,1545.44,0
99096,99096,M,34,Privada,5594.0,712.22,0.0,0.0,2652.81,0
92286,92286,M,29,Autônomo,5101.0,649.53,0.0,0.0,994.91,0
18720,18720,M,32,Pública,5177.34,537.64,0.0,0.0,6158.44,1
41744,41744,M,34,Privada,5833.0,1064.79,0.0,0.0,5387.57,0
68565,68565,M,37,Privada,6233.0,1044.63,0.0,0.0,2386.02,0
18780,18780,F,30,Privada,5055.0,508.39,0.0,0.0,2305.12,0
80968,80968,F,29,Pública,5156.0,941.76,0.0,0.0,2743.95,0
90745,90745,M,33,Privada,5826.1,935.15,0.0,0.0,4275.42,1
8707,8707,F,30,Privada,5359.0,1097.85,0.0,0.0,2013.79,0
55493,55493,M,35,Privada,5922.0,801.41,17786.24,11202.56,0.0,0
77098,77098,M,36,Privada,5822.0,966.13,0.0,0.0,1626.47,0
42639,42639,F,27,Autônomo,4787.3,363.97,0.0,0.0,7832.42,1
17419,17419,F,31,Privada,5207.72,720.87,0.0,0.0,5567.56,1
15112,15112,M,40,Privada,5915.28,631.94,0.0,0.0,4889.55,1
44566,44566,M,37,Privada,5871.18,561.49,0.0,0.0,6406.13,1
30258,30258,F,30,Privada,5213.0,754.37,0.0,0.0,3942.23,0
52700,52700,M,34,Pública,5870.0,478.89,0.0,0.0,3653.53,0
86088,86088,M,33,Pública,5152.84,501.1,0.0,0.0,3111.61,1
53393,53393,M,32,Pública,5425.28,674.23,0.0,0.0,2747.62,1
7281,7281,M,35,Privada,6047.0,899.93,0.0,0.0,4300.42,0
63071,63071,M,36,Pública,5835.0,954.49,0.0,0.0,2043.7,0
57006,57006,F,24,Autônomo,4895.0,525.97,0.0,0.0,3017.13,0
98740,98740,F,31,Privada,5173.0,644.06,0.0,0.0,2645.51,0
35438,35438,M,36,Privada,5659.0,572.74,0.0,0.0,4220.54,0
89499,89499,F,27,Autônomo,4980.0,957.6,0.0,0.0,5118.38,0
3806,3806,F,30,Privada,5462.0,518.52,15981.78,13480.83,0.0,0
76361,76361,M,30,Privada,5677.0,735.99,0.0,0.0,4304.13,0
57935,57935,M,35,Privada,5930.0,964.61,17627.4,7907.89,0.0,0
21538,21538,M,29,Pública,5220.0,423.47,0.0,0.0,28.91,0
42335,42335,M,33,Privada,5397.84,346.29,0.0,0.0,5588.22,1
12342,12342,F,30,Pública,5217.52,429.58,0.0,0.0,3943.79,1
90023,90023,M,36,Privada,5828.06,435.87,0.0,0.0,2658.89,1
53323,53323,F,33,Privada,5364.0,697.37,0.0,0.0,5145.18,0
81064,81064,F,29,Autônomo,4499.18,415.68,0.0,0.0,3495.76,1
27335,27335,M,32,Privada,5512.0,700.61,0.0,0.0,2371.49,0
17589,17589,M,32,Pública,5366.0,599.31,0.0,0.0,2195.63,0
32415,32415,M,31,Pública,5237.12,376.92,0.0,0.0,6484.25,1
4484,4484,F,31,Pública,5324.0,556.24,0.0,0.0,2955.66,0
53428,53428,F,29,Privada,5449.0,815.13,0.0,0.0,2294.16,0
35489,35489,F,24,Autônomo,4505.0,340.18,0.0,0.0,3154.72,0
8583,8583,F,29,Autônomo,4917.0,733.51,15092.05,10347.01,0.0,0
53475,53475,M,35,Privada,5892.0,978.65,17755.01,9926.8,0.0,0
25354,25354,M,27,Autônomo,5082.28,548.74,0.0,0.0,4453.35,1
59101,59101,M,35,Privada,6078.94,646.67,0.0,0.0,2858.85,1
63046,63046,F,30,Pública,5121.0,897.97,0.0,0.0,4267.48,0
7457,7457,M,31,Privada,5770.0,1085.84,0.0,0.0,5836.93,0
45313,45313,F,30,Pública,5144.0,974.44,0.0,0.0,1824.75,0
46214,46214,M,32,Privada,5559.0,721.87,0.0,0.0,1812.8,0
53384,53384,F,30,Privada,5385.0,1050.95,0.0,0.0,3864.2,0
17314,17314,M,29,Pública,5299.0,385.25,0.0,0.0,0.0,0
51009,51009,F,27,Pública,5226.0,619.53,0.0,0.0,3356.91,0
35951,35951,F,28,Pública,5039.0,695.05,0.0,0.0,3993.84,0
38422,38422,M,29,Autônomo,5189.0,869.71,0.0,0.0,3496.05,0
16333,16333,F,29,Privada,5066.0,612.74,15142.27,3005.42,0.0,0
50297,50297,M,30,Autônomo,5357.0,1239.97,0.0,0.0,139.39,0
90947,90947,F,28,Privada,5187.0,786.53,0.0,0.0,831.33,0
1199,1199,F,30,Autônomo,5016.62,654.99,0.0,0.0,10222.62,1
86039,86039,M,32,Privada,5601.0,830.81,0.0,0.0,4664.59,0
2099,2099,M,35,Privada,5395.88,612.46,0.0,0.0,5438.37,1
3381,3381,F,28,Privada,5190.0,933.34,0.0,0.0,0.0,0
60825,60825,M,33,Pública,6045.0,1004.16,0.0,0.0,4040.32,0
67087,67087,F,32,Privada,5330.0,904.53,0.0,0.0,1620.44,0
15002,15002,M,32,Autônomo,5780.04,670.84,0.0,0.0,6457.06,1
5134,5134,M,34,Privada,5624.0,631.78,0.0,0.0,3881.44,0
22063,22063,M,34,Privada,5852.0,1192.16,0.0,0.0,3779.16,0
70595,70595,M,33,Privada,5680.0,1197.65,0.0,0.0,5198.76,0
50731,50731,M,32,Privada,5749.0,1108.5,0.0,0.0,2456.17,0
22102,22102,M,39,Autônomo,6234.76,425.74,0.0,0.0,6096.16,1
